"","x"
"223",15.2397991916522
"224",15.8903627862274
"225",3.41150628513453
"226",9.21765069637059
"227",7.59482674491286
"228",7.89752137405887
"229",16.3765071427626
"230",5.88567921416934
"231",11.2146393141717
"232",9.02588314579516
"233",11.9477251307071
"234",7.87660181083509
"235",11.2881594684526
"236",10.668010769974
"237",7.61514187086103
"238",13.5481554021625
"239",11.6059564107145
"240",9.31522893985919
"241",9.42221038988464
"242",9.50492505843479
"243",11.2272272744207
"244",8.55606680482052
"245",11.7419181033491
"246",14.5266720198365
"247",10.5046176416122
"248",13.2135335703128
"249",5.00702308165284
"250",11.4809243395824
"251",10.9906841242493
"252",9.86853675184056
"253",13.6757438730583
"254",12.0803336691249
"255",12.0924054286993
"256",11.0342934757053
"257",4.61697828577553
"258",5.02423449724822
"259",12.8689709225811
"260",17.1034870181206
"261",14.2597316112617
"262",15.7760570987483
"263",6.37463690525243
"264",10.7409825665503
"265",9.97154669440325
"266",5.844451441975
"267",5.98644009688102
"268",7.05217075724503
"269",9.3627215055299
"270",12.4279313608552
"271",5.10306347390017
"272",9.72502870992354
"273",10.4478612829271
"274",8.5650904516597
"275",10.6676683065524
"276",11.5840621502193
"277",13.4776648301771
"278",10.8437534773741
"279",13.416245229163
"280",8.53636335416575
"281",15.1917136470067
"282",9.84849134055512
"283",10.6924936857922
"284",12.385180446921
"285",12.2822285726498
"286",17.5284895431186
"287",7.19880945548294
"288",5.318725610743
"289",10.9982150939925
"290",10.7487694371755
"291",13.0207803803595
"292",10.03532130903
"293",12.339233894111
"294",14.9217292230552
"295",18.771442390274
"296",7.91812165196664
"297",12.2942394966701
"298",12.8477518275913
"299",7.75571475791118
"300",8.25181302412043
